0,date
33.024166,2012-01-01 00:00:00
22.276163,2012-02-01 00:00:00
23.74117,2012-03-01 00:00:00
33.115093,2012-04-01 00:00:00
20.567974,2012-05-01 00:00:00
26.198904,2012-06-01 00:00:00
42.658215,2012-07-01 00:00:00
117.9558,2012-08-01 00:00:00
132.37971,2012-09-01 00:00:00
145.6338,2012-10-01 00:00:00
130.93025,2012-11-01 00:00:00
57.3539,2012-12-01 00:00:00
26.40949,2013-01-01 00:00:00
23.488281,2013-02-01 00:00:00
29.409046,2013-03-01 00:00:00
17.542933,2013-04-01 00:00:00
17.65557,2013-05-01 00:00:00
18.04028,2013-06-01 00:00:00
47.912052,2013-07-01 00:00:00
116.688866,2013-08-01 00:00:00
141.31285,2013-09-01 00:00:00
134.88895,2013-10-01 00:00:00
163.23714,2013-11-01 00:00:00
87.10245,2013-12-01 00:00:00
85.47884,2014-01-01 00:00:00
60.962326,2014-02-01 00:00:00
22.549397,2014-03-01 00:00:00
17.496984,2014-04-01 00:00:00
20.800339,2014-05-01 00:00:00
20.424448,2014-06-01 00:00:00
75.71377,2014-07-01 00:00:00
130.11238,2014-08-01 00:00:00
124.70515,2014-09-01 00:00:00
134.27266,2014-10-01 00:00:00
153.91669,2014-11-01 00:00:00
103.47989,2014-12-01 00:00:00
46.371548,2015-01-01 00:00:00
22.146368,2015-02-01 00:00:00
40.44982,2015-03-01 00:00:00
29.963099,2015-04-01 00:00:00
77.75872,2015-05-01 00:00:00
30.133308,2015-06-01 00:00:00
59.28651,2015-07-01 00:00:00
128.01178,2015-08-01 00:00:00
123.82836,2015-09-01 00:00:00
121.91557,2015-10-01 00:00:00
133.65985,2015-11-01 00:00:00
55.26903,2015-12-01 00:00:00
28.975952,2016-01-01 00:00:00
24.801708,2016-02-01 00:00:00
17.702993,2016-03-01 00:00:00
31.172174,2016-04-01 00:00:00
22.715456,2016-05-01 00:00:00
40.04075,2016-06-01 00:00:00
124.100746,2016-07-01 00:00:00
130.82579,2016-08-01 00:00:00
148.08734,2016-09-01 00:00:00
132.03813,2016-10-01 00:00:00
42.0624,2016-11-01 00:00:00
33.251476,2016-12-01 00:00:00
